"","Location","Scene","Offence","Year","Measure","Value","Flags"
"2594","Central District","Total Scene","Prohibited and regulated weapons and explosives offences",2005,"Recorded",496,NA
"2595","Central District","Total Scene","Prohibited and regulated weapons and explosives offences",2006,"Recorded",580,NA
"2596","Central District","Total Scene","Prohibited and regulated weapons and explosives offences",2007,"Recorded",590,NA
"2597","Central District","Total Scene","Prohibited and regulated weapons and explosives offences",2008,"Recorded",593,NA
"2598","Central District","Total Scene","Prohibited and regulated weapons and explosives offences",2009,"Recorded",609,NA
"2599","Central District","Total Scene","Prohibited and regulated weapons and explosives offences",2010,"Recorded",548,NA
"2600","Central District","Total Scene","Prohibited and regulated weapons and explosives offences",2011,"Recorded",528,NA
"2601","Central District","Total Scene","Prohibited and regulated weapons and explosives offences",2012,"Recorded",613,NA
"2602","Central District","Total Scene","Prohibited and regulated weapons and explosives offences",2013,"Recorded",522,NA
"2603","Central District","Total Scene","Prohibited and regulated weapons and explosives offences",2014,"Recorded",532,NA
"2604","Central District","Total Scene","Property damage and environmental pollution",1994,"Recorded",5278,NA
"2605","Central District","Total Scene","Property damage and environmental pollution",1995,"Recorded",5965,NA
"2606","Central District","Total Scene","Property damage and environmental pollution",1996,"Recorded",5691,NA
"2607","Central District","Total Scene","Property damage and environmental pollution",1997,"Recorded",5820,NA
"2608","Central District","Total Scene","Property damage and environmental pollution",1998,"Recorded",5329,NA
"2609","Central District","Total Scene","Property damage and environmental pollution",1999,"Recorded",5223,NA
"2610","Central District","Total Scene","Property damage and environmental pollution",2000,"Recorded",5062,NA
"2611","Central District","Total Scene","Property damage and environmental pollution",2001,"Recorded",4719,NA
"2612","Central District","Total Scene","Property damage and environmental pollution",2002,"Recorded",4770,NA
"2613","Central District","Total Scene","Property damage and environmental pollution",2003,"Recorded",5016,NA
"2614","Central District","Total Scene","Property damage and environmental pollution",2004,"Recorded",4531,NA
"2615","Central District","Total Scene","Property damage and environmental pollution",2005,"Recorded",4900,NA
"2616","Central District","Total Scene","Property damage and environmental pollution",2006,"Recorded",5757,NA
"2617","Central District","Total Scene","Property damage and environmental pollution",2007,"Recorded",5620,NA
"2618","Central District","Total Scene","Property damage and environmental pollution",2008,"Recorded",5732,NA
"2619","Central District","Total Scene","Property damage and environmental pollution",2009,"Recorded",5384,NA
"2620","Central District","Total Scene","Property damage and environmental pollution",2010,"Recorded",4833,NA
"2621","Central District","Total Scene","Property damage and environmental pollution",2011,"Recorded",4247,NA
"2622","Central District","Total Scene","Property damage and environmental pollution",2012,"Recorded",3958,NA
"2623","Central District","Total Scene","Property damage and environmental pollution",2013,"Recorded",3984,NA
"2624","Central District","Total Scene","Property damage and environmental pollution",2014,"Recorded",3777,NA
"2625","Central District","Total Scene","Public order offences",1994,"Recorded",2812,NA
"2626","Central District","Total Scene","Public order offences",1995,"Recorded",3076,NA
"2627","Central District","Total Scene","Public order offences",1996,"Recorded",3277,NA
"2628","Central District","Total Scene","Public order offences",1997,"Recorded",3264,NA
"2629","Central District","Total Scene","Public order offences",1998,"Recorded",3255,NA
"2630","Central District","Total Scene","Public order offences",1999,"Recorded",2999,NA
"2631","Central District","Total Scene","Public order offences",2000,"Recorded",2817,NA
"2632","Central District","Total Scene","Public order offences",2001,"Recorded",2719,NA
"2633","Central District","Total Scene","Public order offences",2002,"Recorded",2615,NA
"2634","Central District","Total Scene","Public order offences",2003,"Recorded",2665,NA
"2635","Central District","Total Scene","Public order offences",2004,"Recorded",2098,NA
"2636","Central District","Total Scene","Public order offences",2005,"Recorded",2061,NA
"2637","Central District","Total Scene","Public order offences",2006,"Recorded",2245,NA
"2638","Central District","Total Scene","Public order offences",2007,"Recorded",2262,NA
"2639","Central District","Total Scene","Public order offences",2008,"Recorded",2518,NA
"2640","Central District","Total Scene","Public order offences",2009,"Recorded",2918,NA
"2641","Central District","Total Scene","Public order offences",2010,"Recorded",2939,NA
"2642","Central District","Total Scene","Public order offences",2011,"Recorded",3003,NA
"2643","Central District","Total Scene","Public order offences",2012,"Recorded",2598,NA
"2644","Central District","Total Scene","Public order offences",2013,"Recorded",2613,NA
"2645","Central District","Total Scene","Public order offences",2014,"Recorded",1811,NA
"2646","Central District","Total Scene","Offences against justice procedures, government security and government operations",1994,"Recorded",960,NA
"2647","Central District","Total Scene","Offences against justice procedures, government security and government operations",1995,"Recorded",1052,NA
"2648","Central District","Total Scene","Offences against justice procedures, government security and government operations",1996,"Recorded",1443,NA
"2649","Central District","Total Scene","Offences against justice procedures, government security and government operations",1997,"Recorded",1694,NA
"2650","Central District","Total Scene","Offences against justice procedures, government security and government operations",1998,"Recorded",1789,NA
"2651","Central District","Total Scene","Offences against justice procedures, government security and government operations",1999,"Recorded",1967,NA
"2652","Central District","Total Scene","Offences against justice procedures, government security and government operations",2000,"Recorded",2008,NA
"2653","Central District","Total Scene","Offences against justice procedures, government security and government operations",2001,"Recorded",1674,NA
"2654","Central District","Total Scene","Offences against justice procedures, government security and government operations",2002,"Recorded",1512,NA
"2655","Central District","Total Scene","Offences against justice procedures, government security and government operations",2003,"Recorded",1575,NA
"2656","Central District","Total Scene","Offences against justice procedures, government security and government operations",2004,"Recorded",1323,NA
"2657","Central District","Total Scene","Offences against justice procedures, government security and government operations",2005,"Recorded",1119,NA
"2658","Central District","Total Scene","Offences against justice procedures, government security and government operations",2006,"Recorded",1260,NA
"2659","Central District","Total Scene","Offences against justice procedures, government security and government operations",2007,"Recorded",1545,NA
"2660","Central District","Total Scene","Offences against justice procedures, government security and government operations",2008,"Recorded",1590,NA
"2661","Central District","Total Scene","Offences against justice procedures, government security and government operations",2009,"Recorded",1398,NA
"2662","Central District","Total Scene","Offences against justice procedures, government security and government operations",2010,"Recorded",1313,NA
"2663","Central District","Total Scene","Offences against justice procedures, government security and government operations",2011,"Recorded",1216,NA
"2664","Central District","Total Scene","Offences against justice procedures, government security and government operations",2012,"Recorded",1078,NA
"2665","Central District","Total Scene","Offences against justice procedures, government security and government operations",2013,"Recorded",970,NA
"2666","Central District","Total Scene","Offences against justice procedures, government security and government operations",2014,"Recorded",1250,NA
"2667","Central District","Total Scene","Miscellaneous offences",1994,"Recorded",137,NA
"2668","Central District","Total Scene","Miscellaneous offences",1995,"Recorded",144,NA
"2669","Central District","Total Scene","Miscellaneous offences",1996,"Recorded",136,NA
"2670","Central District","Total Scene","Miscellaneous offences",1997,"Recorded",169,NA
"2671","Central District","Total Scene","Miscellaneous offences",1998,"Recorded",118,NA
"2672","Central District","Total Scene","Miscellaneous offences",1999,"Recorded",173,NA
"2673","Central District","Total Scene","Miscellaneous offences",2000,"Recorded",110,NA
"2674","Central District","Total Scene","Miscellaneous offences",2001,"Recorded",109,NA
"2675","Central District","Total Scene","Miscellaneous offences",2002,"Recorded",105,NA
"2676","Central District","Total Scene","Miscellaneous offences",2003,"Recorded",133,NA
"2677","Central District","Total Scene","Miscellaneous offences",2004,"Recorded",250,NA
"2678","Central District","Total Scene","Miscellaneous offences",2005,"Recorded",144,NA
"2679","Central District","Total Scene","Miscellaneous offences",2006,"Recorded",273,NA
"2680","Central District","Total Scene","Miscellaneous offences",2007,"Recorded",286,NA
"2681","Central District","Total Scene","Miscellaneous offences",2008,"Recorded",293,NA
"2682","Central District","Total Scene","Miscellaneous offences",2009,"Recorded",141,NA
"2683","Central District","Total Scene","Miscellaneous offences",2010,"Recorded",141,NA
"2684","Central District","Total Scene","Miscellaneous offences",2011,"Recorded",105,NA
"2685","Central District","Total Scene","Miscellaneous offences",2012,"Recorded",89,NA
"2686","Central District","Total Scene","Miscellaneous offences",2013,"Recorded",96,NA
"2687","Central District","Total Scene","Miscellaneous offences",2014,"Recorded",79,NA
"2688","Wellington District","Total Scene","Total Offences",1994,"Recorded",52076,NA
"2689","Wellington District","Total Scene","Total Offences",1995,"Recorded",49932,NA
"2690","Wellington District","Total Scene","Total Offences",1996,"Recorded",51589,NA
"2691","Wellington District","Total Scene","Total Offences",1997,"Recorded",48490,NA
"2692","Wellington District","Total Scene","Total Offences",1998,"Recorded",44526,NA
"2693","Wellington District","Total Scene","Total Offences",1999,"Recorded",43222,NA
"2694","Wellington District","Total Scene","Total Offences",2000,"Recorded",42729,NA
"2695","Wellington District","Total Scene","Total Offences",2001,"Recorded",43349,NA
"2696","Wellington District","Total Scene","Total Offences",2002,"Recorded",43717,NA
"2697","Wellington District","Total Scene","Total Offences",2003,"Recorded",46472,NA
"2698","Wellington District","Total Scene","Total Offences",2004,"Recorded",42887,NA
"2699","Wellington District","Total Scene","Total Offences",2005,"Recorded",41214,NA
"2700","Wellington District","Total Scene","Total Offences",2006,"Recorded",43384,NA
"2701","Wellington District","Total Scene","Total Offences",2007,"Recorded",43826,NA
"2702","Wellington District","Total Scene","Total Offences",2008,"Recorded",47811,NA
"2703","Wellington District","Total Scene","Total Offences",2009,"Recorded",48079,NA
"2704","Wellington District","Total Scene","Total Offences",2010,"Recorded",44321,NA
"2705","Wellington District","Total Scene","Total Offences",2011,"Recorded",42444,NA
"2706","Wellington District","Total Scene","Total Offences",2012,"Recorded",38613,NA
"2707","Wellington District","Total Scene","Total Offences",2013,"Recorded",34806,NA
"2708","Wellington District","Total Scene","Total Offences",2014,"Recorded",37257,NA
"2709","Wellington District","Total Scene","Homicide and related offences",1994,"Recorded",15,NA
"2710","Wellington District","Total Scene","Homicide and related offences",1995,"Recorded",14,NA
"2711","Wellington District","Total Scene","Homicide and related offences",1996,"Recorded",9,NA
"2712","Wellington District","Total Scene","Homicide and related offences",1997,"Recorded",19,NA
"2713","Wellington District","Total Scene","Homicide and related offences",1998,"Recorded",9,NA
"2714","Wellington District","Total Scene","Homicide and related offences",1999,"Recorded",6,NA
"2715","Wellington District","Total Scene","Homicide and related offences",2000,"Recorded",6,NA
"2716","Wellington District","Total Scene","Homicide and related offences",2001,"Recorded",14,NA
"2717","Wellington District","Total Scene","Homicide and related offences",2002,"Recorded",12,NA
"2718","Wellington District","Total Scene","Homicide and related offences",2003,"Recorded",13,NA
"2719","Wellington District","Total Scene","Homicide and related offences",2004,"Recorded",8,NA
"2720","Wellington District","Total Scene","Homicide and related offences",2005,"Recorded",6,NA
"2721","Wellington District","Total Scene","Homicide and related offences",2006,"Recorded",10,NA
"2722","Wellington District","Total Scene","Homicide and related offences",2007,"Recorded",17,NA
"2723","Wellington District","Total Scene","Homicide and related offences",2008,"Recorded",7,NA
"2724","Wellington District","Total Scene","Homicide and related offences",2009,"Recorded",8,NA
"2725","Wellington District","Total Scene","Homicide and related offences",2010,"Recorded",10,NA
"2726","Wellington District","Total Scene","Homicide and related offences",2011,"Recorded",4,NA
"2727","Wellington District","Total Scene","Homicide and related offences",2012,"Recorded",9,NA
"2728","Wellington District","Total Scene","Homicide and related offences",2013,"Recorded",7,NA
"2729","Wellington District","Total Scene","Homicide and related offences",2014,"Recorded",4,NA
"2730","Wellington District","Total Scene","Acts intended to cause injury",1994,"Recorded",3591,NA
"2731","Wellington District","Total Scene","Acts intended to cause injury",1995,"Recorded",3731,NA
"2732","Wellington District","Total Scene","Acts intended to cause injury",1996,"Recorded",3715,NA
"2733","Wellington District","Total Scene","Acts intended to cause injury",1997,"Recorded",3397,NA
"2734","Wellington District","Total Scene","Acts intended to cause injury",1998,"Recorded",3425,NA
"2735","Wellington District","Total Scene","Acts intended to cause injury",1999,"Recorded",3399,NA
"2736","Wellington District","Total Scene","Acts intended to cause injury",2000,"Recorded",3503,NA
"2737","Wellington District","Total Scene","Acts intended to cause injury",2001,"Recorded",3667,NA
"2738","Wellington District","Total Scene","Acts intended to cause injury",2002,"Recorded",3732,NA
"2739","Wellington District","Total Scene","Acts intended to cause injury",2003,"Recorded",3784,NA
"2740","Wellington District","Total Scene","Acts intended to cause injury",2004,"Recorded",3757,NA
"2741","Wellington District","Total Scene","Acts intended to cause injury",2005,"Recorded",4196,NA
"2742","Wellington District","Total Scene","Acts intended to cause injury",2006,"Recorded",4313,NA
"2743","Wellington District","Total Scene","Acts intended to cause injury",2007,"Recorded",4917,NA
"2744","Wellington District","Total Scene","Acts intended to cause injury",2008,"Recorded",4885,NA
"2745","Wellington District","Total Scene","Acts intended to cause injury",2009,"Recorded",4891,NA
"2746","Wellington District","Total Scene","Acts intended to cause injury",2010,"Recorded",4589,NA
"2747","Wellington District","Total Scene","Acts intended to cause injury",2011,"Recorded",4274,NA
"2748","Wellington District","Total Scene","Acts intended to cause injury",2012,"Recorded",3867,NA
"2749","Wellington District","Total Scene","Acts intended to cause injury",2013,"Recorded",3453,NA
"2750","Wellington District","Total Scene","Acts intended to cause injury",2014,"Recorded",4204,NA
"2751","Wellington District","Total Scene","Sexual assault and related offences",1994,"Recorded",273,NA
"2752","Wellington District","Total Scene","Sexual assault and related offences",1995,"Recorded",295,NA
"2753","Wellington District","Total Scene","Sexual assault and related offences",1996,"Recorded",333,NA
"2754","Wellington District","Total Scene","Sexual assault and related offences",1997,"Recorded",251,NA
"2755","Wellington District","Total Scene","Sexual assault and related offences",1998,"Recorded",242,NA
"2756","Wellington District","Total Scene","Sexual assault and related offences",1999,"Recorded",277,NA
"2757","Wellington District","Total Scene","Sexual assault and related offences",2000,"Recorded",265,NA
"2758","Wellington District","Total Scene","Sexual assault and related offences",2001,"Recorded",242,NA
"2759","Wellington District","Total Scene","Sexual assault and related offences",2002,"Recorded",272,NA
"2760","Wellington District","Total Scene","Sexual assault and related offences",2003,"Recorded",231,NA
"2761","Wellington District","Total Scene","Sexual assault and related offences",2004,"Recorded",239,NA
"2762","Wellington District","Total Scene","Sexual assault and related offences",2005,"Recorded",233,NA
"2763","Wellington District","Total Scene","Sexual assault and related offences",2006,"Recorded",288,NA
"2764","Wellington District","Total Scene","Sexual assault and related offences",2007,"Recorded",286,NA
"2765","Wellington District","Total Scene","Sexual assault and related offences",2008,"Recorded",259,NA
"2766","Wellington District","Total Scene","Sexual assault and related offences",2009,"Recorded",305,NA
"2767","Wellington District","Total Scene","Sexual assault and related offences",2010,"Recorded",327,NA
"2768","Wellington District","Total Scene","Sexual assault and related offences",2011,"Recorded",375,NA
"2769","Wellington District","Total Scene","Sexual assault and related offences",2012,"Recorded",384,NA
"2770","Wellington District","Total Scene","Sexual assault and related offences",2013,"Recorded",373,NA
"2771","Wellington District","Total Scene","Sexual assault and related offences",2014,"Recorded",408,NA
"2772","Wellington District","Total Scene","Dangerous or negligent acts endangering persons",1994,"Recorded",175,NA
"2773","Wellington District","Total Scene","Dangerous or negligent acts endangering persons",1995,"Recorded",178,NA
"2774","Wellington District","Total Scene","Dangerous or negligent acts endangering persons",1996,"Recorded",168,NA
"2775","Wellington District","Total Scene","Dangerous or negligent acts endangering persons",1997,"Recorded",101,NA
"2776","Wellington District","Total Scene","Dangerous or negligent acts endangering persons",1998,"Recorded",110,NA
"2777","Wellington District","Total Scene","Dangerous or negligent acts endangering persons",1999,"Recorded",102,NA
"2778","Wellington District","Total Scene","Dangerous or negligent acts endangering persons",2000,"Recorded",92,NA
"2779","Wellington District","Total Scene","Dangerous or negligent acts endangering persons",2001,"Recorded",82,NA
"2780","Wellington District","Total Scene","Dangerous or negligent acts endangering persons",2002,"Recorded",93,NA
"2781","Wellington District","Total Scene","Dangerous or negligent acts endangering persons",2003,"Recorded",86,NA
"2782","Wellington District","Total Scene","Dangerous or negligent acts endangering persons",2004,"Recorded",79,NA
"2783","Wellington District","Total Scene","Dangerous or negligent acts endangering persons",2005,"Recorded",44,NA
"2784","Wellington District","Total Scene","Dangerous or negligent acts endangering persons",2006,"Recorded",73,NA
"2785","Wellington District","Total Scene","Dangerous or negligent acts endangering persons",2007,"Recorded",64,NA
"2786","Wellington District","Total Scene","Dangerous or negligent acts endangering persons",2008,"Recorded",74,NA
"2787","Wellington District","Total Scene","Dangerous or negligent acts endangering persons",2009,"Recorded",58,NA
"2788","Wellington District","Total Scene","Dangerous or negligent acts endangering persons",2010,"Recorded",76,NA
"2789","Wellington District","Total Scene","Dangerous or negligent acts endangering persons",2011,"Recorded",81,NA
"2790","Wellington District","Total Scene","Dangerous or negligent acts endangering persons",2012,"Recorded",62,NA
"2791","Wellington District","Total Scene","Dangerous or negligent acts endangering persons",2013,"Recorded",74,NA
"2792","Wellington District","Total Scene","Dangerous or negligent acts endangering persons",2014,"Recorded",54,NA
"2793","Wellington District","Total Scene","Abduction, harassment and other related offences against a person",1994,"Recorded",1123,NA
"2794","Wellington District","Total Scene","Abduction, harassment and other related offences against a person",1995,"Recorded",1264,NA
"2795","Wellington District","Total Scene","Abduction, harassment and other related offences against a person",1996,"Recorded",1239,NA
"2796","Wellington District","Total Scene","Abduction, harassment and other related offences against a person",1997,"Recorded",1254,NA
"2797","Wellington District","Total Scene","Abduction, harassment and other related offences against a person",1998,"Recorded",1136,NA
"2798","Wellington District","Total Scene","Abduction, harassment and other related offences against a person",1999,"Recorded",1001,NA
"2799","Wellington District","Total Scene","Abduction, harassment and other related offences against a person",2000,"Recorded",1125,NA
"2800","Wellington District","Total Scene","Abduction, harassment and other related offences against a person",2001,"Recorded",1171,NA
"2801","Wellington District","Total Scene","Abduction, harassment and other related offences against a person",2002,"Recorded",1242,NA
"2802","Wellington District","Total Scene","Abduction, harassment and other related offences against a person",2003,"Recorded",1248,NA
"2803","Wellington District","Total Scene","Abduction, harassment and other related offences against a person",2004,"Recorded",1196,NA
"2804","Wellington District","Total Scene","Abduction, harassment and other related offences against a person",2005,"Recorded",1271,NA
"2805","Wellington District","Total Scene","Abduction, harassment and other related offences against a person",2006,"Recorded",1293,NA
"2806","Wellington District","Total Scene","Abduction, harassment and other related offences against a person",2007,"Recorded",1442,NA
"2807","Wellington District","Total Scene","Abduction, harassment and other related offences against a person",2008,"Recorded",1562,NA
"2808","Wellington District","Total Scene","Abduction, harassment and other related offences against a person",2009,"Recorded",1764,NA
"2809","Wellington District","Total Scene","Abduction, harassment and other related offences against a person",2010,"Recorded",1752,NA
"2810","Wellington District","Total Scene","Abduction, harassment and other related offences against a person",2011,"Recorded",1507,NA
"2811","Wellington District","Total Scene","Abduction, harassment and other related offences against a person",2012,"Recorded",1375,NA
"2812","Wellington District","Total Scene","Abduction, harassment and other related offences against a person",2013,"Recorded",1388,NA
"2813","Wellington District","Total Scene","Abduction, harassment and other related offences against a person",2014,"Recorded",1815,NA
"2814","Wellington District","Total Scene","Robbery, extortion and related offences",1994,"Recorded",196,NA
"2815","Wellington District","Total Scene","Robbery, extortion and related offences",1995,"Recorded",249,NA
"2816","Wellington District","Total Scene","Robbery, extortion and related offences",1996,"Recorded",187,NA
"2817","Wellington District","Total Scene","Robbery, extortion and related offences",1997,"Recorded",235,NA
"2818","Wellington District","Total Scene","Robbery, extortion and related offences",1998,"Recorded",207,NA
"2819","Wellington District","Total Scene","Robbery, extortion and related offences",1999,"Recorded",178,NA
"2820","Wellington District","Total Scene","Robbery, extortion and related offences",2000,"Recorded",170,NA
"2821","Wellington District","Total Scene","Robbery, extortion and related offences",2001,"Recorded",183,NA
"2822","Wellington District","Total Scene","Robbery, extortion and related offences",2002,"Recorded",186,NA
"2823","Wellington District","Total Scene","Robbery, extortion and related offences",2003,"Recorded",198,NA
"2824","Wellington District","Total Scene","Robbery, extortion and related offences",2004,"Recorded",196,NA
"2825","Wellington District","Total Scene","Robbery, extortion and related offences",2005,"Recorded",243,NA
"2826","Wellington District","Total Scene","Robbery, extortion and related offences",2006,"Recorded",264,NA
"2827","Wellington District","Total Scene","Robbery, extortion and related offences",2007,"Recorded",228,NA
"2828","Wellington District","Total Scene","Robbery, extortion and related offences",2008,"Recorded",265,NA
"2829","Wellington District","Total Scene","Robbery, extortion and related offences",2009,"Recorded",196,NA
"2830","Wellington District","Total Scene","Robbery, extortion and related offences",2010,"Recorded",205,NA
"2831","Wellington District","Total Scene","Robbery, extortion and related offences",2011,"Recorded",165,NA
"2832","Wellington District","Total Scene","Robbery, extortion and related offences",2012,"Recorded",140,NA
"2833","Wellington District","Total Scene","Robbery, extortion and related offences",2013,"Recorded",150,NA
"2834","Wellington District","Total Scene","Robbery, extortion and related offences",2014,"Recorded",140,NA
"2835","Wellington District","Total Scene","Unlawful entry with intent/burglary, break and enter",1994,"Recorded",9458,NA
"2836","Wellington District","Total Scene","Unlawful entry with intent/burglary, break and enter",1995,"Recorded",8468,NA
"2837","Wellington District","Total Scene","Unlawful entry with intent/burglary, break and enter",1996,"Recorded",8489,NA
"2838","Wellington District","Total Scene","Unlawful entry with intent/burglary, break and enter",1997,"Recorded",7951,NA
"2839","Wellington District","Total Scene","Unlawful entry with intent/burglary, break and enter",1998,"Recorded",7641,NA
"2840","Wellington District","Total Scene","Unlawful entry with intent/burglary, break and enter",1999,"Recorded",7208,NA
"2841","Wellington District","Total Scene","Unlawful entry with intent/burglary, break and enter",2000,"Recorded",6195,NA
"2842","Wellington District","Total Scene","Unlawful entry with intent/burglary, break and enter",2001,"Recorded",5649,NA
"2843","Wellington District","Total Scene","Unlawful entry with intent/burglary, break and enter",2002,"Recorded",5465,NA
"2844","Wellington District","Total Scene","Unlawful entry with intent/burglary, break and enter",2003,"Recorded",6549,NA
"2845","Wellington District","Total Scene","Unlawful entry with intent/burglary, break and enter",2004,"Recorded",5651,NA
"2846","Wellington District","Total Scene","Unlawful entry with intent/burglary, break and enter",2005,"Recorded",4286,NA
"2847","Wellington District","Total Scene","Unlawful entry with intent/burglary, break and enter",2006,"Recorded",4545,NA
"2848","Wellington District","Total Scene","Unlawful entry with intent/burglary, break and enter",2007,"Recorded",4100,NA
"2849","Wellington District","Total Scene","Unlawful entry with intent/burglary, break and enter",2008,"Recorded",4704,NA
"2850","Wellington District","Total Scene","Unlawful entry with intent/burglary, break and enter",2009,"Recorded",4849,NA
"2851","Wellington District","Total Scene","Unlawful entry with intent/burglary, break and enter",2010,"Recorded",4687,NA
"2852","Wellington District","Total Scene","Unlawful entry with intent/burglary, break and enter",2011,"Recorded",4804,NA
"2853","Wellington District","Total Scene","Unlawful entry with intent/burglary, break and enter",2012,"Recorded",4872,NA
"2854","Wellington District","Total Scene","Unlawful entry with intent/burglary, break and enter",2013,"Recorded",4434,NA
"2855","Wellington District","Total Scene","Unlawful entry with intent/burglary, break and enter",2014,"Recorded",4354,NA
"2856","Wellington District","Total Scene","Theft and related offences",1994,"Recorded",19160,NA
"2857","Wellington District","Total Scene","Theft and related offences",1995,"Recorded",17720,NA
"2858","Wellington District","Total Scene","Theft and related offences",1996,"Recorded",18552,NA
"2859","Wellington District","Total Scene","Theft and related offences",1997,"Recorded",17213,NA
"2860","Wellington District","Total Scene","Theft and related offences",1998,"Recorded",16083,NA
"2861","Wellington District","Total Scene","Theft and related offences",1999,"Recorded",15821,NA
"2862","Wellington District","Total Scene","Theft and related offences",2000,"Recorded",15172,NA
"2863","Wellington District","Total Scene","Theft and related offences",2001,"Recorded",15543,NA
"2864","Wellington District","Total Scene","Theft and related offences",2002,"Recorded",16360,NA
"2865","Wellington District","Total Scene","Theft and related offences",2003,"Recorded",17548,NA
"2866","Wellington District","Total Scene","Theft and related offences",2004,"Recorded",16162,NA
"2867","Wellington District","Total Scene","Theft and related offences",2005,"Recorded",15514,NA
"2868","Wellington District","Total Scene","Theft and related offences",2006,"Recorded",16624,NA
"2869","Wellington District","Total Scene","Theft and related offences",2007,"Recorded",15686,NA
"2870","Wellington District","Total Scene","Theft and related offences",2008,"Recorded",16953,NA
"2871","Wellington District","Total Scene","Theft and related offences",2009,"Recorded",16410,NA
"2872","Wellington District","Total Scene","Theft and related offences",2010,"Recorded",15046,NA
"2873","Wellington District","Total Scene","Theft and related offences",2011,"Recorded",15340,NA
"2874","Wellington District","Total Scene","Theft and related offences",2012,"Recorded",12734,NA
"2875","Wellington District","Total Scene","Theft and related offences",2013,"Recorded",12486,NA
"2876","Wellington District","Total Scene","Theft and related offences",2014,"Recorded",13294,NA
"2877","Wellington District","Total Scene","Fraud, deception and related offences",1994,"Recorded",4402,NA
"2878","Wellington District","Total Scene","Fraud, deception and related offences",1995,"Recorded",4460,NA
"2879","Wellington District","Total Scene","Fraud, deception and related offences",1996,"Recorded",4266,NA
"2880","Wellington District","Total Scene","Fraud, deception and related offences",1997,"Recorded",4168,NA
"2881","Wellington District","Total Scene","Fraud, deception and related offences",1998,"Recorded",2108,NA
"2882","Wellington District","Total Scene","Fraud, deception and related offences",1999,"Recorded",1708,NA
"2883","Wellington District","Total Scene","Fraud, deception and related offences",2000,"Recorded",1942,NA
"2884","Wellington District","Total Scene","Fraud, deception and related offences",2001,"Recorded",1796,NA
"2885","Wellington District","Total Scene","Fraud, deception and related offences",2002,"Recorded",1654,NA
"2886","Wellington District","Total Scene","Fraud, deception and related offences",2003,"Recorded",1535,NA
"2887","Wellington District","Total Scene","Fraud, deception and related offences",2004,"Recorded",1313,NA
"2888","Wellington District","Total Scene","Fraud, deception and related offences",2005,"Recorded",971,NA
"2889","Wellington District","Total Scene","Fraud, deception and related offences",2006,"Recorded",870,NA
"2890","Wellington District","Total Scene","Fraud, deception and related offences",2007,"Recorded",910,NA
"2891","Wellington District","Total Scene","Fraud, deception and related offences",2008,"Recorded",1210,NA
"2892","Wellington District","Total Scene","Fraud, deception and related offences",2009,"Recorded",1111,NA
"2893","Wellington District","Total Scene","Fraud, deception and related offences",2010,"Recorded",1015,NA
"2894","Wellington District","Total Scene","Fraud, deception and related offences",2011,"Recorded",760,NA
"2895","Wellington District","Total Scene","Fraud, deception and related offences",2012,"Recorded",696,NA
"2896","Wellington District","Total Scene","Fraud, deception and related offences",2013,"Recorded",760,NA
"2897","Wellington District","Total Scene","Fraud, deception and related offences",2014,"Recorded",976,NA
"2898","Wellington District","Total Scene","Illicit drug offences",1994,"Recorded",2159,NA
"2899","Wellington District","Total Scene","Illicit drug offences",1995,"Recorded",1875,NA
"2900","Wellington District","Total Scene","Illicit drug offences",1996,"Recorded",1882,NA
"2901","Wellington District","Total Scene","Illicit drug offences",1997,"Recorded",2029,NA
"2902","Wellington District","Total Scene","Illicit drug offences",1998,"Recorded",2038,NA
"2903","Wellington District","Total Scene","Illicit drug offences",1999,"Recorded",2052,NA
"2904","Wellington District","Total Scene","Illicit drug offences",2000,"Recorded",2055,NA
"2905","Wellington District","Total Scene","Illicit drug offences",2001,"Recorded",2037,NA
"2906","Wellington District","Total Scene","Illicit drug offences",2002,"Recorded",1997,NA
"2907","Wellington District","Total Scene","Illicit drug offences",2003,"Recorded",1984,NA
"2908","Wellington District","Total Scene","Illicit drug offences",2004,"Recorded",1871,NA
"2909","Wellington District","Total Scene","Illicit drug offences",2005,"Recorded",1517,NA
"2910","Wellington District","Total Scene","Illicit drug offences",2006,"Recorded",1399,NA
"2911","Wellington District","Total Scene","Illicit drug offences",2007,"Recorded",1493,NA
"2912","Wellington District","Total Scene","Illicit drug offences",2008,"Recorded",1897,NA
"2913","Wellington District","Total Scene","Illicit drug offences",2009,"Recorded",2367,NA
"2914","Wellington District","Total Scene","Illicit drug offences",2010,"Recorded",1907,NA
"2915","Wellington District","Total Scene","Illicit drug offences",2011,"Recorded",1810,NA
"2916","Wellington District","Total Scene","Illicit drug offences",2012,"Recorded",2603,NA
"2917","Wellington District","Total Scene","Illicit drug offences",2013,"Recorded",1157,NA
"2918","Wellington District","Total Scene","Illicit drug offences",2014,"Recorded",2124,NA
"2919","Wellington District","Total Scene","Prohibited and regulated weapons and explosives offences",1994,"Recorded",590,NA
"2920","Wellington District","Total Scene","Prohibited and regulated weapons and explosives offences",1995,"Recorded",578,NA
"2921","Wellington District","Total Scene","Prohibited and regulated weapons and explosives offences",1996,"Recorded",531,NA
"2922","Wellington District","Total Scene","Prohibited and regulated weapons and explosives offences",1997,"Recorded",587,NA
"2923","Wellington District","Total Scene","Prohibited and regulated weapons and explosives offences",1998,"Recorded",513,NA
